id,strain,mouse.id,dam,sire,sex,dob,date.2wk,date.3wk,date.6wk,date.9wk,sac.date,age.sac,ls,seq,mtw,tissue,recombinat,sac,gfp,rfp,mfp,ffp,tf
b245,2DB,2DFB(F2)-01-46-06,2DFB-04-26-04,2DFB-04-21-07,0,27-Dec-06,10-Jan-07,17-Jan-07,07-Feb-07,28-Feb-07,28-Feb-07,63,11,1,28.9,0,nr,24.7,0.26,0.05,0.129,0.283,0.722
b246,2DB,2DFB(F2)-01-46-08,2DFB-04-26-04,2DFB-04-21-07,1,27-Dec-06,10-Jan-07,17-Jan-07,07-Feb-07,28-Feb-07,28-Feb-07,63,11,1,28.9,0,nr,30.5,0.214,0.051,0.178,0.293,0.736
b247,2DB,2DFB(F2)-01-46-09,2DFB-04-26-04,2DFB-04-21-07,1,27-Dec-06,10-Jan-07,17-Jan-07,07-Feb-07,28-Feb-07,28-Feb-07,63,11,1,28.9,0,nr,34,0.306,0.077,0.224,0.295,0.902
b248,2DB,2DFB(F2)-01-46-10,2DFB-04-26-04,2DFB-04-21-07,1,27-Dec-06,10-Jan-07,17-Jan-07,07-Feb-07,28-Feb-07,28-Feb-07,63,11,1,28.9,0,nr,33.7,0.319,0.063,0.209,0.318,0.909
b249,2DB,2DFB(F2)-01-46-11,2DFB-04-26-04,2DFB-04-21-07,1,27-Dec-06,10-Jan-07,17-Jan-07,07-Feb-07,28-Feb-07,28-Feb-07,63,11,1,28.9,0,nr,30.1,0.351,0.085,0.174,0.325,0.935
b250,2DB,2DFB(F2)-01-47-01,2DFB-04-26-05,2DFB-04-21-07,0,06-Jan-07,20-Jan-07,27-Jan-07,17-Feb-07,10-Mar-07,21-Mar-07,74,9,1,26.9,0,nr,25.4,0.537,0.092,0.193,0.447,1.269
b251,2DB,2DFB(F2)-01-47-02,2DFB-04-26-05,2DFB-04-21-07,0,06-Jan-07,20-Jan-07,27-Jan-07,17-Feb-07,10-Mar-07,21-Mar-07,74,9,1,26.9,0,nr,27.2,0.431,0.071,0.231,0.367,1.1
b252,2DB,2DFB(F2)-01-47-03,2DFB-04-26-05,2DFB-04-21-07,0,06-Jan-07,20-Jan-07,27-Jan-07,17-Feb-07,10-Mar-07,21-Mar-07,74,9,1,26.9,0,nr,22.1,0.465,0.09,0.178,0.488,1.221
b253,2DB,2DFB(F2)-01-47-04,2DFB-04-26-05,2DFB-04-21-07,0,06-Jan-07,20-Jan-07,27-Jan-07,17-Feb-07,10-Mar-07,21-Mar-07,74,9,1,26.9,0,nr,30,0.407,0.061,0.294,0.405,1.167
b254,2DB,2DFB(F2)-01-47-05,2DFB-04-26-05,2DFB-04-21-07,0,06-Jan-07,20-Jan-07,27-Jan-07,17-Feb-07,10-Mar-07,21-Mar-07,74,9,1,26.9,0,nr,24.6,0.485,0.103,0.206,0.469,1.263
b255,2DB,2DFB(F2)-01-47-06,2DFB-04-26-05,2DFB-04-21-07,1,06-Jan-07,20-Jan-07,27-Jan-07,17-Feb-07,10-Mar-07,21-Mar-07,74,9,1,26.9,0,nr,38.8,0.369,0.078,0.236,0.46,1.143
b256,2DB,2DFB(F2)-01-47-07,2DFB-04-26-05,2DFB-04-21-07,1,06-Jan-07,20-Jan-07,27-Jan-07,17-Feb-07,10-Mar-07,21-Mar-07,74,9,1,26.9,0,nr,35.8,0.531,0.136,0.269,0.434,1.37
b257,2DB,2DFB(F2)-01-47-08,2DFB-04-26-05,2DFB-04-21-07,1,06-Jan-07,20-Jan-07,27-Jan-07,17-Feb-07,10-Mar-07,21-Mar-07,74,9,1,26.9,0,nr,37.7,0.524,0.128,0.258,0.402,1.312
b258,2DB,2DFB(F2)-01-47-09,2DFB-04-26-05,2DFB-04-21-07,1,06-Jan-07,20-Jan-07,27-Jan-07,17-Feb-07,10-Mar-07,21-Mar-07,74,9,1,26.9,0,nr,40.3,0.491,0.09,0.263,0.41,1.254
b259,2DB,2DFB(F2)-01-48-01,2DFB-04-26-03,2DFB-04-21-07,0,08-Jan-07,22-Jan-07,29-Jan-07,19-Feb-07,12-Mar-07,22-Mar-07,73,8,1,28,0,nr,26.6,0.333,0.047,0.191,0.308,0.879
b260,2DB,2DFB(F2)-01-48-02,2DFB-04-26-03,2DFB-04-21-07,0,08-Jan-07,22-Jan-07,29-Jan-07,19-Feb-07,12-Mar-07,22-Mar-07,73,8,1,28,0,nr,30.9,0.429,0.078,0.248,0.363,1.118
b261,2DB,2DFB(F2)-01-48-03,2DFB-04-26-03,2DFB-04-21-07,0,08-Jan-07,22-Jan-07,29-Jan-07,19-Feb-07,12-Mar-07,22-Mar-07,73,8,1,28,0,nr,.,.,.,.,.,.
b262,2DB,2DFB(F2)-01-48-04,2DFB-04-26-03,2DFB-04-21-07,0,08-Jan-07,22-Jan-07,29-Jan-07,19-Feb-07,12-Mar-07,22-Mar-07,73,8,1,28,0,nr,27.3,0.454,0.078,0.208,0.413,1.153
b263,2DB,2DFB(F2)-01-48-05,2DFB-04-26-03,2DFB-04-21-07,0,08-Jan-07,22-Jan-07,29-Jan-07,19-Feb-07,12-Mar-07,22-Mar-07,73,8,1,28,0,nr,25.4,0.472,0.072,0.182,0.444,1.17
b264,2DB,2DFB(F2)-01-48-06,2DFB-04-26-03,2DFB-04-21-07,0,08-Jan-07,22-Jan-07,29-Jan-07,19-Feb-07,12-Mar-07,22-Mar-07,73,8,1,28,0,nr,27.9,0.823,0.162,0.307,0.53,1.822
b265,2DB,2DFB(F2)-01-48-07,2DFB-04-26-03,2DFB-04-21-07,1,08-Jan-07,22-Jan-07,29-Jan-07,19-Feb-07,12-Mar-07,22-Mar-07,73,8,1,28,0,nr,35.9,0.476,0.167,0.309,0.407,1.359
b266,2DB,2DFB(F2)-01-48-08,2DFB-04-26-03,2DFB-04-21-07,1,08-Jan-07,22-Jan-07,29-Jan-07,19-Feb-07,12-Mar-07,22-Mar-07,73,8,1,28,0,nr,33.2,0.535,0.167,0.284,0.454,1.44
b267,2DB,2DFB(F2)-01-49-01,2DFB-04-19-04,2DFB-04-19-06,0,09-Jan-07,23-Jan-07,30-Jan-07,20-Feb-07,13-Mar-07,13-Mar-07,63,8,2,40.5,0,nr,26.2,0.42,0.086,0.252,0.453,1.211
b268,2DB,2DFB(F2)-01-49-02,2DFB-04-19-05,2DFB-04-19-07,0,09-Jan-07,23-Jan-07,30-Jan-07,20-Feb-07,13-Mar-07,13-Mar-07,63,8,2,40.5,0,nr,28.3,0.308,0.052,0.209,0.337,0.906
b269,2DB,2DFB(F2)-01-49-03,2DFB-04-19-06,2DFB-04-19-08,0,09-Jan-07,23-Jan-07,30-Jan-07,20-Feb-07,13-Mar-07,13-Mar-07,63,8,2,40.5,0,nr,27.4,0.342,0.066,0.223,0.36,0.991
b270,2DB,2DFB(F2)-01-49-04,2DFB-04-19-07,2DFB-04-19-09,0,09-Jan-07,23-Jan-07,30-Jan-07,20-Feb-07,13-Mar-07,13-Mar-07,63,8,2,40.5,0,nr,29.8,0.397,0.071,0.23,0.388,1.086
b271,2DB,2DFB(F2)-01-49-05,2DFB-04-19-08,2DFB-04-19-10,0,09-Jan-07,23-Jan-07,30-Jan-07,20-Feb-07,13-Mar-07,13-Mar-07,63,8,2,40.5,0,nr,29.8,0.363,0.08,0.245,0.371,1.059
b272,2DB,2DFB(F2)-01-49-06,2DFB-04-19-09,2DFB-04-19-11,1,09-Jan-07,23-Jan-07,30-Jan-07,20-Feb-07,13-Mar-07,13-Mar-07,63,8,2,40.5,0,nr,26.9,.,.,.,.,.
b273,2DB,2DFB(F2)-01-49-07,2DFB-04-19-10,2DFB-04-19-12,1,09-Jan-07,23-Jan-07,30-Jan-07,20-Feb-07,13-Mar-07,13-Mar-07,63,8,2,40.5,0,nr,37.5,0.425,0.104,0.258,0.387,1.174
b274,2DB,2DFB(F2)-01-49-08,2DFB-04-19-11,2DFB-04-19-13,1,09-Jan-07,23-Jan-07,30-Jan-07,20-Feb-07,13-Mar-07,13-Mar-07,63,8,2,40.5,0,nr,35.9,0.46,0.124,0.288,0.413,1.285
b275,2DB,2DFB(F2)-01-49-09,2DFB-04-19-11,2DFB-04-19-13,1,09-Jan-07,23-Jan-07,30-Jan-07,20-Feb-07,13-Mar-07,13-Mar-07,63,8,2,40.5,0,nr,35.5,0.577,0.106,0.28,0.408,1.371
b276,2DB,2DFB(F2)-01-50-01,2DFB-04-26-02,2DFB-04-21-07,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,6,1,26.1,0,r,25.9,0.442,0.069,0.194,0.441,1.146
b277,2DB,2DFB(F2)-01-50-02,2DFB-04-26-02,2DFB-04-21-07,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,6,1,26.1,0,nr,25.3,0.47,0.077,0.2,0.449,1.196
b278,2DB,2DFB(F2)-01-50-03,2DFB-04-26-02,2DFB-04-21-07,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,6,1,26.1,0,nr,26.8,0.439,0.053,0.161,0.398,1.051
b279,2DB,2DFB(F2)-01-50-04,2DFB-04-26-02,2DFB-04-21-07,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,6,1,26.1,0,nr,28,0.44,0.072,0.238,0.375,1.125
b280,2DB,2DFB(F2)-01-50-05,2DFB-04-26-02,2DFB-04-21-07,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,6,1,26.1,0,nr,26.1,0.456,0.065,0.191,0.356,1.068
b281,2DB,2DFB(F2)-01-50-06,2DFB-04-26-02,2DFB-04-21-07,1,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,6,1,26.1,0,nr,33.8,0.386,0.074,0.211,0.356,1.027
b282,2DB,2DFB(F2)-01-51-01,2DFB-04-27-01,2DFB-04-13-06,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,7,1,31.9,0,nr,29.5,.,.,.,.,.
b283,2DB,2DFB(F2)-01-51-02,2DFB-04-27-01,2DFB-04-13-06,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,7,1,31.9,0,nr,27,0.596,0.127,0.365,0.531,1.619
b284,2DB,2DFB(F2)-01-51-03,2DFB-04-27-01,2DFB-04-13-06,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,7,1,31.9,0,nr,28.8,0.533,0.09,0.267,0.423,1.313
b285,2DB,2DFB(F2)-01-51-04,2DFB-04-27-01,2DFB-04-13-06,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,7,1,31.9,0,nr,26.2,0.445,0.084,0.234,0.432,1.195
b286,2DB,2DFB(F2)-01-51-05,2DFB-04-27-01,2DFB-04-13-06,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,7,1,31.9,0,nr,26.9,0.475,0.059,0.188,0.387,1.109
b287,2DB,2DFB(F2)-01-51-06,2DFB-04-27-01,2DFB-04-13-06,0,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,7,1,31.9,0,nr,32,0.508,0.102,0.294,0.476,1.38
b288,2DB,2DFB(F2)-01-51-07,2DFB-04-27-01,2DFB-04-13-06,1,13-Jan-07,27-Jan-07,03-Feb-07,24-Feb-07,17-Mar-07,20-Mar-07,66,7,1,31.9,0,nr,40.8,0.412,0.076,0.262,0.389,1.139
b289,2DB,2DFB(F2)-01-52-01,2DFB-04-29-04,2DFB-04-19-05,0,17-Jan-07,31-Jan-07,07-Feb-07,28-Feb-07,21-Mar-07,22-Mar-07,64,9,1,28.3,0,nr,25.4,0.408,0.069,0.257,0.434,1.168
b290,2DB,2DFB(F2)-01-52-02,2DFB-04-29-04,2DFB-04-19-05,0,17-Jan-07,31-Jan-07,07-Feb-07,28-Feb-07,21-Mar-07,22-Mar-07,64,9,1,28.3,0,nr,26.7,0.516,0.076,0.285,0.295,1.172
b291,2DB,2DFB(F2)-01-52-03,2DFB-04-29-04,2DFB-04-19-05,0,17-Jan-07,31-Jan-07,07-Feb-07,28-Feb-07,21-Mar-07,22-Mar-07,64,9,1,28.3,0,nr,25.4,0.404,0.068,0.169,0.34,0.981
